,IFT,IFT_pred
875,40.9,41.438287321428604
1437,65.32,65.21832890873017
1490,63.12,61.514075734127026
1376,66.29,66.07477174603177
325,46.92,47.08430621031746
68,39.27,39.02525101190477
895,60.6,60.96183410714295
1429,45.47,46.533792242063484
396,26.65,28.726202619047626
1239,47.3,48.730867916666675
64,51.38,51.79936653138529
854,36.2,35.521083174603184
1139,30.62,29.963638511904772
1318,63.53,60.64545803571425
363,53.65,53.384720972222205
128,29.2,28.45950259920635
760,32.3,31.75206422619047
440,30.19,31.278944583333338
1676,57.12,56.500402043650844
1669,41.56,42.091544523809546
1043,36.1,36.09278845238097
1517,63.71,62.0570256547619
563,46.8,45.05571434523807
702,34.8,34.58503095238096
242,29.3,29.277116428571404
1099,44.1,43.4042504761905
829,26.9,27.347119484126974
1330,32.07,31.25456075396827
1595,30.99,30.45879443181819
359,37.42,37.45518494047619
369,35.57,35.477916904761926
1546,63.0,63.16560160714286
794,32.1,32.10406642857143
1030,45.5,44.25264392857141
1317,65.6,63.880810952380926
1250,49.33,48.54245728174603
1367,35.18,34.26025880952382
536,56.2,56.04904220238096
1007,47.4,47.51459154761905
1458,55.23,55.5200321031746
1441,67.39,66.07994468614714
318,43.04,42.99592367063494
1350,49.63,48.15718861111113
972,48.6,48.107664642857145
56,48.24,48.07391325396828
357,44.79,45.228831666666665
510,32.05,33.450488154761906
1531,60.77,57.46762994047619
1194,28.69,29.067190039682554
1489,53.94,53.943764024170235
1249,40.87,43.089123750000006
1210,31.2,30.17624730158728
10,37.77,39.5024767063492
1542,46.6,48.32147456349205
182,60.69,60.25099101190478
1565,42.37,43.08639011904762
627,38.6,39.817359285714275
1743,39.49,39.18283311507938
1213,29.4,28.79204679834054
1140,30.81,29.752455119047628
946,37.2,36.71870642857143
137,42.6,42.12942323412699
865,52.4,53.96708400793652
907,42.9,42.98508321428572
1324,46.07,46.24230499999998
1468,50.62,50.64738369047618
700,35.6,35.21590654761905
717,34.0,33.402738928571424
1411,59.72,60.012709384920626
1072,38.1,37.27794261904764
1668,43.55,43.6775273809524
125,30.8,30.97288690476192
869,46.8,46.81633422619046
878,38.8,38.67881845238097
1070,38.9,38.999335
256,42.3,41.7532927579365
1354,49.09,49.12407087301583
839,46.1,45.48751029761904
1347,62.92,64.68413011904762
91,37.74,38.73017125000001
1584,19.9,20.3105009920635
16,31.03,30.525101249999985
1293,51.11,51.120782777777805
1378,60.5,61.465638571428514
1071,38.1,38.55826654761901
157,44.09,46.82899476190477
1453,57.24,57.58529984126979
883,35.3,34.55010464285715
990,72.0,69.7424327380952
971,50.9,50.359289642857135
658,46.5,46.61823107142855
382,28.77,28.356434047619054
1242,51.05,51.432662678571454
1617,46.05,46.814100416666655
1569,32.33,31.198838035714317
90,40.72,41.65738785714289
674,32.5,32.241197777777764
429,30.04,30.293643988095255
102,37.55,37.96066797619048
1078,34.4,34.441621230158724
1469,48.54,49.43256977272722
457,27.3,27.883933571428596
1012,45.5,44.74556476190479
614,30.3,30.16991011904762
913,38.9,38.51710013888889
1151,28.96,28.709637619047612
1133,30.79,31.048738333333354
484,30.12,30.226442857142843
43,27.46,27.799065674603167
422,37.54,38.10735386904763
593,43.7,44.574514880952414
38,38.58,38.74209232142857
1136,31.09,30.90080726190476
588,19.3,19.609952499999984
809,39.1,39.91320714285715
1762,44.37,43.27619660714286
453,31.33,32.53468744047618
817,33.5,33.54116071428573
1664,34.29,34.155287380952416
160,25.15,27.345338869047612
1484,56.02,55.72788940476188
1169,26.27,26.44279284451659
1102,54.6,56.35130444444445
474,35.96,36.21778904761903
1281,42.51,40.2906065873016
96,53.66,53.80940660714286
1313,30.38,29.97563154761904
1209,32.5,31.108712440476197
749,36.7,36.30187349206351
788,33.5,33.35100952380954
1122,47.8,48.07670783730159
226,29.1,28.85985857142855
450,26.98,27.47342063492065
876,39.7,39.285796289682565
1671,38.07,38.02140261904758
381,27.52,28.21491369047621
1556,37.7,36.57026607142856
815,34.4,33.73390916666668
1432,44.31,42.63755952380952
1055,55.9,56.91467884920638
648,29.7,29.61979628968253
1301,39.29,39.11172346320347
321,32.16,31.54145053571429
651,19.4,20.159733253968266
1704,36.27,36.53856374999999
948,36.0,35.4102232142857
442,35.95,36.72834013167387
582,22.2,23.22233369047617
750,34.0,33.82814517857143
1409,58.32,58.35075345238093
1010,46.6,46.2631588095238
873,42.6,43.071010515873034
713,36.8,37.75705718253967
371,26.0,26.404980324675325
397,30.3,30.197490595238108
1529,53.18,52.60574261904762
1188,22.82,21.70386666666666
188,23.36,26.157695741342
921,33.8,33.68644119047618
1577,30.6,30.121913988095216
1604,23.25,22.790624682539693
1618,41.08,41.12394880952379
1199,18.22,19.567442996031733
122,38.8,39.748709444444465
9,42.22,47.881227559523815
1487,61.75,61.22177306277056
164,57.52,59.86571777777778
804,43.8,43.8044623809524
1125,35.3,35.20799273809523
231,29.6,31.477596170634925
373,25.73,26.570308968253954
571,34.7,35.14501279761903
1567,32.98,31.60872869047619
726,41.5,40.61496702380952
271,26.8,26.476021706349187
1732,36.04,36.0999056547619
239,72.0,72.03817484126985
934,46.8,47.260427023809534
1207,44.1,43.30356950216449
76,28.27,28.932424642857146
223,50.5,49.916325615079366
662,37.1,36.96237529761906
642,31.3,31.368947123015833
981,44.5,44.408646666666684
1422,49.22,49.21287798160174
460,32.38,32.73710753968254
311,35.78,35.7952794642857
1042,38.2,37.79234004329004
1215,55.0,54.989069404761864
413,37.5,39.722418253968264
1029,50.3,49.83673583333332
1178,26.41,26.30502
280,29.31,29.491077619047616
499,28.33,28.11598845238094
328,34.49,34.95053099206351
0,39.61,39.73146200396826
572,26.1,26.720592559523798
932,50.0,49.66337976190474
609,27.5,29.97796678571431
741,45.4,45.21966714285713
1185,34.6,35.15912101190476
339,35.12,34.63672726190476
1206,47.5,49.01392678571429
493,43.93,44.061028906926374
1751,42.39,42.31840363095239
781,37.2,36.86334575396829
1120,54.1,54.51840154761902
927,55.1,57.36454285714291
55,50.39,49.770993373015905
350,39.64,39.054787976190475
940,40.6,40.190358531746014
771,49.4,48.238571111111106
39,36.2,37.56224968253966
522,51.55,50.8987065079365
1288,60.76,61.573511369047594
1597,39.01,38.17458154761902
304,35.85,35.80743039682542
215,27.9,28.41186928571426
1322,50.53,50.1956305952381
1395,40.07,39.640607857142875
538,51.23,50.885357837301605
1527,59.4,58.31634486111114
1261,61.32,60.65189694444442
1400,37.66,37.09740940476189
1112,37.1,37.00366154761905
1727,47.15,48.57152720238092
1579,25.1,26.131229166666657
268,30.4,29.66035857142859
1062,47.3,46.353299285714264
152,29.9,29.525931249999996
79,47.67,50.68279392857141
1265,58.12,54.51623666666673
1752,41.42,41.28610059523811
844,38.9,38.4465375
389,38.38,39.33682712301587
345,28.62,28.6863530952381
174,54.23,54.192543948412684
1708,43.55,43.533317857142876
1514,57.01,57.145733511904744
24,34.43,34.726742261904775
161,24.85,25.924023988095254
1505,71.28,70.5484391666667
694,40.2,40.244964821428574
119,28.5,24.694985396825402
1082,33.4,33.447847420634936
262,34.2,33.74797684523811
570,26.7,26.953159226190472
1702,37.19,37.10367916666663
1192,18.42,18.56445527777778
