,IFT,IFT_pred
659,32.0,31.944815
1593,33.34,33.489956
1402,36.18,36.184464
270,30.0,29.76938
63,54.06,53.90812
393,27.0,27.815485
1094,51.3,51.532745
1558,43.1,42.992283
892,33.5,33.819958
1295,48.66,48.30384
543,38.05,38.278336
778,36.6,36.49101
1184,40.1,40.015892
1300,42.15,42.01837
169,22.16,23.070946
36,40.68,41.313595
243,58.7,58.919495
82,37.25,37.111526
1284,35.96,35.999866
945,37.6,37.78345
860,34.7,34.680576
372,25.77,25.766882
1046,36.7,36.64842
1361,35.74,35.247326
1332,30.69,31.230913
1170,26.16,25.607403
751,35.2,35.464115
507,43.36,42.916576
1244,44.06,44.097126
1037,40.7,40.620693
1234,52.8,52.757053
584,20.8,20.853113
511,31.23,30.876116
177,31.18,31.733036
276,40.67,40.718334
879,38.2,38.286
547,32.81,32.53099
719,32.0,32.097294
476,43.19,42.949173
225,43.0,42.693527
632,36.4,36.424957
216,65.2,65.66311
1053,32.2,32.29873
837,49.4,49.156376
180,24.27,24.582306
918,36.9,36.74023
745,40.3,40.03347
901,49.6,49.69878
1483,60.04,59.946957
1672,37.45,37.363644
677,43.9,43.759407
638,32.7,32.947037
44,27.98,27.598228
1498,54.34,54.2572
264,31.9,31.817444
1088,69.9,70.00044
1693,33.89,33.93648
1238,51.9,51.685738
1711,38.07,38.170532
896,59.6,59.236187
850,37.0,36.930172
94,33.69,34.1618
175,50.14,49.076176
398,30.02,29.894896
1196,24.88,25.107523
332,53.05,53.174316
1056,58.5,58.442757
31,39.33,39.36081
744,34.3,34.207703
1259,59.92,59.83147
374,26.72,26.910046
1421,49.37,49.581604
408,26.52,26.34352
685,35.1,35.17654
418,28.18,28.123331
1413,56.34,56.218956
144,43.7,43.69747
1574,29.2,29.256021
265,28.4,28.867275
986,43.9,44.163303
14,32.31,32.117714
1118,60.6,60.437004
528,35.38,35.419495
391,28.16,28.07407
853,35.3,35.288864
729,25.4,25.220837
801,48.5,48.51229
78,27.58,27.322905
603,32.4,32.363266
387,28.21,28.565344
183,55.39,55.15486
1473,61.9,62.149326
1404,33.61,33.80652
835,53.2,53.11939
1515,68.8,68.69188
190,22.8,24.151201
1694,33.19,33.61213
1645,35.27,35.6993
364,50.42,50.33203
868,47.7,47.561844
1159,41.29,41.664543
245,52.9,52.63041
881,37.4,37.371315
274,28.8,28.070187
147,34.6,34.60998
1129,37.74,37.33965
294,35.44,35.435677
324,50.45,50.04841
770,48.0,47.965557
799,51.6,51.418755
539,48.76,48.885517
1715,35.97,36.33065
676,31.9,31.963697
1134,31.0,31.059055
900,48.5,48.925106
768,54.9,54.729034
5,29.65,29.564623
974,48.0,47.858074
1168,26.26,26.158796
103,44.3,44.245018
210,30.3,30.398897
1470,71.12,71.31512
41,30.19,30.04715
1386,47.24,47.59538
1673,36.89,36.560486
377,27.51,27.508026
1278,41.69,41.851837
146,45.3,44.681522
1661,35.44,35.52441
1110,37.5,38.022503
1566,38.43,38.72884
1455,61.42,61.522106
1089,47.5,47.643673
1739,43.81,43.886112
205,26.5,26.071644
1068,40.2,40.34159
27,46.84,46.925144
1104,49.7,49.285618
1461,57.58,57.47675
